CODIGOTRAMOBT;X1;Y1;X2;Y2;LONGITUD;ACOMETIDA
196267;472579;1559337;472592;1559331;0;S
196270;472600;1558252;472580;1558229;0;S
196273;472595;1558592;472599;1558593;0;S
196276;472548;1553778;472592;1553810;0;S
196279;472590;1558987;472567;1559006;0;S
196282;472567;1557757;472602;1557756;0;S
196285;472605;1558144;472579;1558133;0;S
196288;472624;1558157;472590;1558164;0;S
196291;472579;1558898;472600;1558880;0;S
196294;472585;1559022;472603;1559032;0;S
196297;472613;1559252;472617;1559249;0;S
196300;472565;1553785;472582;1553786;0;S
196303;472620;1559357;472617;1559334;0;S
196306;472622;1556618;472586;1556635;0;S
196309;472645;1556415;472618;1556393;0;S
196312;472581;1556552;472596;1556567;0;N
196315;472579;1557650;472607;1557645;0;S
196318;472592;1557776;472615;1557782;0;S
196321;472579;1557809;472594;1557807;0;S
196324;472598;1557792;472619;1557815;0;S
196327;472538;1557827;472613;1557834;0;N
196330;472621;1557982;472606;1558033;0;S
196333;472612;1558379;472569;1558387;0;S
196336;472614;1558861;472618;1558883;0;S
196339;472601;1558883;472608;1558911;0;S
196342;472621;1559503;472590;1559497;0;S
196345;472589;1562303;472571;1562318;0;S
196348;472592;1558293;472605;1558260;0;S
196351;472616;1557418;472579;1557416;0;S
196354;472592;1552536;472582;1552571;0;S
196357;472603;1558423;472576;1558449;0;S
196360;472583;1557933;472598;1557928;0;S
196363;472586;1558463;472606;1558479;0;S
196366;472651;1552492;472571;1552476;0;N
196369;472590;1554591;472619;1554640;0;N
196372;472559;1556291;472596;1556281;0;N
196375;472575;1556735;472610;1556733;0;S
196378;472591;1558485;472582;1558470;0;N
196381;472601;1559475;472589;1559512;0;S
196384;472563;1562284;472587;1562278;0;S
196387;472626;1561211;472572;1561222;0;S
196390;472636;1553711;472577;1553758;0;S
196393;472568;1558800;472615;1558789;0;S
196396;472598;1556432;472610;1556438;0;S
196399;472570;1557543;472576;1557524;0;S
196402;472620;1558150;472588;1558126;0;S
196405;472611;1558418;472568;1558411;0;S
196408;472591;1558850;472604;1558881;0;S
196411;472643;1558975;472579;1558987;0;S
196414;472612;1559012;472602;1559001;0;S
196417;472597;1559094;472610;1559118;0;S
196420;472602;1559186;472609;1559197;0;S
196423;472615;1559469;472574;1559454;0;S
196426;472642;1552504;472617;1552476;0;S
196429;472589;1552651;472605;1552633;0;S
196432;472584;1556269;472570;1556276;0;S
196435;472608;1556616;472591;1556582;0;S
196438;472537;1557480;472594;1557498;0;N
196441;472598;1557591;472571;1557586;0;S
196444;472588;1557656;472586;1557653;0;S
196447;472620;1557802;472605;1557822;0;S
196450;472617;1558158;472617;1558178;0;S
196453;472603;1558184;472623;1558188;0;S
196456;472586;1558554;472597;1558559;0;S
196459;472550;1558570;472613;1558590;0;S
196462;472625;1559129;472571;1559162;0;S
196465;472583;1559227;472585;1559240;0;N
196468;472614;1559274;472586;1559257;0;N
196471;472568;1559240;472612;1559280;0;S
196474;472615;1562476;472593;1562502;0;S
196477;472588;1552556;472603;1552606;0;S
196480;472613;1559215;472624;1559234;0;S
196483;472571;1552389;472592;1552391;0;N
196486;472569;1557992;472613;1557990;0;N
196489;472567;1558151;472597;1558112;0;S
196492;472616;1558202;472604;1558164;0;S
196495;472637;1558196;472619;1558172;0;S
196498;472588;1558306;472608;1558283;0;S
196501;472606;1558305;472607;1558306;0;S
196504;472531;1558511;472596;1558470;0;N
196507;472601;1558582;472613;1558527;0;S
196510;472588;1559053;472577;1559034;0;S
196513;472582;1559137;472607;1559089;0;S
196516;472559;1559210;472603;1559233;0;S
196519;472595;1558468;472604;1558437;0;S
196522;472634;1558203;472621;1558248;0;S
196525;472580;1556580;472611;1556618;0;S
196528;472644;1556471;472591;1556551;0;S
196531;472584;1556296;472586;1556279;0;S
196534;472584;1556357;472623;1556304;0;S
196537;472614;1557479;472609;1557466;0;S
196540;472631;1557566;472579;1557539;0;S
196543;472584;1558097;472614;1558117;0;S
196546;472604;1558851;472612;1558869;0;S
196549;472602;1552617;472577;1552655;0;S
196552;472612;1558633;472608;1558681;0;S
196555;472630;1556622;472605;1556644;0;N
196558;472621;1558146;472614;1558128;0;S
196561;472626;1558487;472621;1558528;0;N
196564;472598;1558609;472588;1558597;0;S
196567;472571;1558933;472624;1558930;0;S
196570;472631;1552532;472591;1552495;0;S
196573;472605;1552600;472618;1552578;0;S
196576;472616;1558786;472597;1558812;0;S
196579;472587;1559352;472609;1559384;0;S
196582;472584;1553080;472604;1553015;0;N
196585;472562;1557756;472577;1557798;0;S
196588;472633;1557801;472596;1557829;0;S
196591;472615;1558211;472604;1558227;0;S
196594;472605;1558855;472611;1558896;0;S
196597;472594;1559316;472595;1559275;0;S
196600;472553;1552563;472584;1552542;0;S
196603;472604;1552595;472585;1552604;0;N
196606;472596;1556257;472609;1556299;0;S
196609;472587;1556685;472623;1556655;0;S
196612;472595;1556707;472627;1556736;0;S
196615;472581;1556700;472590;1556757;0;S
196618;472566;1556785;472584;1556738;0;S
196621;472600;1557582;472590;1557591;0;S
196624;472595;1558576;472585;1558592;0;S
196627;472571;1558628;472611;1558640;0;S
196630;472585;1558927;472582;1558959;0;S
196633;472555;1559327;472613;1559349;0;S
196636;472582;1561269;472598;1561270;0;S
196639;472599;1556616;472577;1556606;0;S
196642;472623;1558972;472619;1558971;0;S
196645;472638;1553704;472592;1553725;0;S
196648;472573;1558423;472615;1558412;0;S
196651;472583;1552221;472596;1552195;0;N
196654;472638;1552491;472615;1552484;0;N
196657;472624;1556608;472578;1556645;0;S
196660;472601;1557401;472617;1557379;0;S
196663;472588;1557665;472578;1557648;0;S
196666;472608;1558125;472606;1558166;0;S
196669;472613;1558226;472598;1558244;0;S
196672;472594;1558401;472588;1558464;0;S
196675;472602;1558599;472625;1558567;0;S
196678;472599;1558819;472592;1558820;0;S
196681;472593;1558873;472599;1558902;0;S
196684;472617;1558992;472623;1558967;0;S
196687;472607;1559189;472574;1559191;0;S
196690;472605;1559292;472609;1559309;0;S
196693;472595;1559346;472580;1559396;0;S
196696;472573;1556625;472593;1556633;0;S
196699;472611;1558399;472592;1558395;0;S
196702;472594;1559363;472577;1559344;0;S
196705;472604;1552566;472609;1552604;0;S
196708;472571;1556648;472616;1556651;0;S
196711;472626;1557731;472624;1557700;0;S
196714;472621;1557820;472624;1557816;0;S
196717;472620;1558206;472629;1558197;0;S
196720;472594;1558302;472630;1558278;0;S
196723;472564;1558353;472623;1558337;0;S
196726;472586;1558505;472609;1558528;0;S
196729;472575;1558509;472604;1558519;0;S
196732;472603;1558684;472608;1558680;0;S
196735;472635;1558710;472592;1558687;0;S
196738;472593;1559151;472626;1559130;0;S
196741;472596;1558475;472602;1558462;0;S
196744;472582;1558440;472625;1558494;0;S
196747;472573;1552613;472631;1552590;0;N
196750;472650;1556675;472589;1556698;0;N
196753;472610;1557404;472600;1557424;0;S
196756;472609;1557495;472604;1557508;0;S
196759;472648;1557615;472599;1557560;0;N
196762;472613;1557749;472610;1557762;0;S
196765;472613;1557855;472591;1557904;0;S
196768;472597;1557897;472605;1557928;0;N
196771;472616;1558030;472580;1557994;0;S
196774;472602;1558123;472597;1558085;0;S
196777;472606;1558147;472589;1558155;0;S
196780;472637;1558564;472614;1558581;0;S
196783;472591;1558861;472586;1558874;0;S
196786;472615;1559126;472611;1559122;0;S
196789;472648;1561246;472622;1561254;0;N
196792;472612;1552590;472601;1552558;0;S
196795;472626;1557553;472608;1557561;0;S
196798;472580;1557607;472598;1557616;0;S
196801;472627;1557645;472582;1557669;0;S
196804;472637;1557665;472580;1557633;0;S
196807;472633;1558119;472632;1558150;0;S
196810;472606;1559000;472614;1558997;0;S
196813;472606;1558998;472624;1559005;0;S
196816;472636;1559221;472631;1559184;0;S
196819;472626;1559246;472604;1559257;0;S
196822;472634;1553734;472616;1553686;0;S
196825;472597;1558800;472598;1558824;0;S
196828;472602;1556268;472609;1556290;0;S
196831;472594;1557447;472583;1557429;0;S
196834;472628;1557561;472606;1557575;0;S
196837;472581;1558402;472626;1558426;0;S
196840;472607;1558491;472580;1558467;0;S
196843;472647;1558694;472626;1558672;0;S
196846;472634;1559037;472617;1559010;0;S
196849;472614;1559125;472626;1559102;0;S
196852;472604;1559166;472625;1559193;0;S
196855;472637;1559203;472628;1559191;0;S
196858;472585;1559232;472598;1559287;0;N
196861;472576;1556590;472593;1556597;0;S
196864;472593;1553733;472621;1553754;0;S
196867;472601;1558960;472628;1559007;0;S
196870;472609;1557559;472596;1557534;0;S
196873;472565;1557503;472613;1557537;0;N
196876;472659;1558302;472603;1558287;0;S
196879;472581;1558632;472628;1558632;0;S
196882;472599;1558608;472614;1558668;0;N
196885;472637;1558632;472599;1558634;0;N
196888;472594;1558947;472633;1558981;0;S
196891;472630;1561177;472605;1561170;0;S
196894;472628;1556267;472612;1556271;0;S
196897;472604;1556450;472610;1556431;0;S
196900;472608;1557475;472626;1557448;0;S
196903;472569;1557784;472590;1557775;0;S
196906;472599;1557870;472597;1557858;0;S
196909;472563;1557925;472609;1557950;0;S
196912;472589;1558140;472583;1558167;0;S
196915;472598;1558165;472625;1558195;0;S
196918;472582;1558906;472616;1558908;0;S
196921;472642;1559118;472610;1559111;0;S
196924;472652;1559176;472607;1559167;0;S
196927;472571;1559226;472610;1559255;0;S
196930;472580;1557568;472584;1557608;0;S
196933;472618;1556637;472605;1556671;0;S
196936;472575;1557793;472604;1557773;0;S
196939;472635;1557802;472635;1557800;0;S
196942;472584;1558148;472605;1558173;0;N
196945;472614;1558177;472602;1558234;0;S
196948;472613;1558209;472599;1558242;0;S
196951;472608;1558274;472632;1558281;0;S
196954;472624;1558831;472599;1558811;0;S
196957;472556;1556728;472606;1556761;0;S
196960;472613;1558178;472612;1558166;0;S
196963;472651;1558224;472605;1558203;0;N
196966;472651;1558253;472597;1558236;0;S
196969;472574;1558391;472631;1558335;0;S
196972;472578;1558507;472599;1558517;0;S
196975;472629;1558582;472631;1558525;0;S
196978;472623;1558607;472635;1558618;0;S
196981;472592;1558878;472633;1558855;0;S
196984;472643;1558952;472586;1558973;0;S
196987;472625;1558998;472627;1559021;0;S
196990;472634;1559033;472600;1559044;0;S
196993;472639;1559138;472633;1559124;0;S
196996;472612;1559256;472593;1559232;0;S
196999;472604;1559511;472599;1559453;0;S
197002;472598;1556750;472638;1556696;0;S
197005;472625;1557799;472619;1557837;0;S
197008;472607;1557827;472625;1557808;0;S
197011;472618;1558095;472592;1558093;0;S
197014;472541;1558597;472629;1558558;0;N
197017;472634;1558570;472600;1558570;0;S
197020;472598;1558568;472622;1558547;0;S
197023;472622;1558608;472608;1558576;0;S
197026;472609;1558642;472638;1558602;0;S
197029;472587;1558665;472596;1558635;0;S
197032;472615;1558701;472619;1558739;0;S
197035;472595;1558872;472584;1558896;0;S
197038;472575;1558906;472620;1558909;0;S
197041;472611;1558926;472633;1558937;0;S
197044;472612;1559180;472613;1559179;0;S
197047;472618;1559490;472600;1559494;0;S
197050;472620;1562250;472631;1562240;0;S
197053;472581;1558805;472599;1558773;0;S
197056;472605;1553743;472621;1553725;0;S
197059;472647;1552778;472635;1552780;0;S
197062;472589;1557451;472628;1557461;0;S
197065;472656;1557719;472637;1557708;0;S
197068;472628;1558417;472616;1558434;0;S
197071;472621;1558998;472585;1559018;0;S
197074;472655;1559050;472612;1559058;0;S
197077;472650;1559237;472631;1559238;0;S
197080;472597;1559353;472603;1559361;0;S
197083;472642;1559498;472611;1559466;0;N
197086;472611;1562296;472626;1562274;0;S
197089;472626;1556500;472588;1556547;0;S
197092;472694;1553781;472589;1553733;0;N
197095;472624;1556261;472628;1556256;0;S
197098;472606;1557607;472619;1557630;0;S
197101;472624;1558027;472616;1558008;0;S
197104;472615;1558176;472599;1558165;0;S
197107;472625;1558232;472615;1558251;0;S
197110;472638;1558292;472587;1558277;0;S
197113;472607;1558529;472610;1558536;0;S
197116;472578;1558820;472598;1558765;0;S
197119;472599;1558967;472597;1558980;0;S
197122;472635;1559119;472635;1559087;0;S
197125;472579;1560823;472637;1560793;0;N
197128;472607;1559512;472629;1559524;0;S
197131;472567;1558773;472624;1558794;0;S
197134;472594;1552391;472586;1552382;0;N
197137;472591;1557460;472588;1557476;0;S
197140;472592;1557589;472619;1557558;0;S
197143;472634;1557668;472589;1557655;0;S
197146;472647;1558558;472634;1558609;0;S
197149;472619;1559011;472627;1559004;0;S
197152;472619;1559243;472641;1559281;0;S
197155;472623;1558728;472598;1558724;0;S
197158;472631;1558238;472605;1558218;0;S
197161;472579;1557649;472604;1557663;0;N
197164;472603;1557647;472594;1557667;0;S
197167;472596;1557753;472612;1557780;0;S
197170;472623;1558163;472618;1558164;0;N
197173;472592;1558182;472587;1558192;0;S
197176;472631;1558981;472597;1558990;0;S
197179;472650;1559031;472595;1559071;0;S
197182;472592;1559225;472608;1559186;0;S
197185;472651;1559192;472610;1559198;0;S
197188;472581;1561230;472621;1561173;0;N
197191;472590;1557479;472602;1557461;0;S
197194;472654;1557852;472596;1557854;0;N
197197;472620;1558494;472643;1558504;0;S
197200;472596;1558825;472606;1558855;0;S
197203;472630;1558940;472636;1558946;0;S
197206;472651;1559183;472616;1559161;0;S
197209;472601;1559271;472608;1559325;0;S
197212;472641;1558757;472598;1558784;0;S
197215;472601;1556691;472637;1556692;0;S
197218;472566;1557879;472617;1557852;0;S
197221;472618;1557995;472612;1558002;0;S
197224;472625;1558866;472621;1558868;0;S
197227;472642;1558885;472623;1558903;0;N
197230;472603;1558988;472625;1558990;0;S
197233;472649;1560755;472635;1560696;0;S
197236;472621;1552599;472622;1552590;0;S
197239;472576;1553018;472631;1552968;0;N
197242;472593;1556295;472601;1556319;0;S
197245;472618;1556710;472624;1556667;0;S
197248;472659;1557446;472631;1557418;0;S
197251;472616;1557581;472633;1557591;0;S
197254;472582;1557796;472597;1557757;0;S
197257;472659;1558260;472640;1558266;0;S
197260;472587;1558555;472636;1558530;0;S
197263;472655;1558973;472639;1559001;0;N
197266;472592;1561239;472613;1561254;0;S
197269;472608;1552607;472607;1552623;0;N
197272;472651;1556584;472643;1556623;0;S
197275;472601;1556275;472602;1556260;0;N
197278;472653;1556745;472595;1556718;0;S
197281;472571;1557466;472621;1557515;0;S
197284;472603;1557782;472634;1557751;0;S
197287;472593;1557848;472599;1557822;0;S
197290;472582;1557934;472632;1557938;0;S
197293;472617;1558012;472635;1558018;0;S
197296;472645;1558135;472628;1558135;0;S
197299;472606;1558341;472606;1558318;0;S
197302;472619;1558993;472636;1559011;0;S
197305;472570;1559386;472611;1559401;0;S
197308;472577;1562279;472629;1562260;0;S
197311;472612;1562486;472601;1562484;0;S
197314;472626;1556614;472629;1556612;0;S
197317;472624;1552725;472617;1552740;0;N
197320;472601;1554645;472613;1554718;0;N
197323;472600;1557607;472619;1557608;0;S
197326;472636;1558168;472635;1558178;0;S
197329;472645;1558367;472600;1558360;0;S
197332;472615;1558889;472635;1558916;0;S
197335;472646;1559074;472592;1559081;0;S
197338;472646;1559170;472613;1559150;0;S
197341;472608;1559251;472615;1559255;0;S
197344;472580;1560786;472599;1560763;0;N
197347;472597;1560736;472641;1560777;0;N
197350;472618;1556655;472639;1556645;0;S
197353;472605;1558253;472643;1558215;0;S
197356;472635;1556296;472624;1556247;0;S
197359;472587;1557384;472605;1557395;0;S
197362;472624;1558086;472634;1558084;0;S
197365;472629;1558177;472606;1558197;0;S
197368;472651;1558252;472611;1558304;0;S
197371;472595;1558629;472622;1558679;0;N
197374;472591;1558976;472648;1558959;0;S
197377;472644;1559011;472627;1559017;0;S
197380;472620;1559099;472628;1559088;0;S
197383;472623;1559369;472645;1559381;0;S
197386;472619;1556629;472601;1556610;0;S
197389;472646;1556609;472636;1556611;0;S
197392;472627;1558641;472643;1558641;0;S
197395;472643;1552703;472603;1552712;0;N
197398;472625;1556487;472613;1556514;0;S
197401;472609;1557630;472624;1557629;0;S
197404;472624;1558224;472595;1558230;0;S
197407;472640;1558549;472621;1558585;0;N
197410;472633;1558610;472624;1558618;0;S
197413;472644;1558644;472646;1558611;0;S
197416;472612;1558663;472594;1558665;0;S
197419;472622;1558985;472602;1558985;0;S
197422;472647;1559037;472649;1559034;0;S
197425;472622;1559110;472626;1559072;0;S
197428;472637;1559115;472646;1559138;0;S
197431;472597;1559142;472605;1559158;0;S
197434;472648;1552158;472617;1552195;0;S
197437;472613;1561172;472621;1561208;0;S
197440;472603;1552486;472629;1552545;0;S
197443;472627;1557341;472604;1557352;0;S
197446;472664;1557437;472602;1557425;0;S
197449;472638;1557546;472633;1557556;0;S
197452;472626;1557883;472610;1557874;0;S
197455;472626;1558282;472611;1558279;0;S
197458;472605;1558579;472619;1558537;0;S
197461;472603;1558583;472616;1558565;0;S
197464;472602;1558880;472647;1558869;0;S
197467;472622;1558874;472619;1558878;0;S
197470;472621;1559002;472624;1559027;0;S
197473;472627;1559136;472615;1559142;0;S
197476;472616;1559146;472642;1559145;0;S
197479;472628;1559221;472616;1559247;0;S
197482;472652;1558749;472626;1558753;0;S
197485;472617;1556669;472596;1556689;0;S
197488;472625;1558981;472635;1558970;0;S
197491;472639;1552531;472626;1552510;0;N
197494;472619;1556536;472608;1556552;0;N
197497;472639;1557480;472604;1557487;0;S
197500;472569;1557844;472623;1557881;0;S
197503;472587;1558518;472602;1558484;0;S
197506;472620;1558523;472602;1558523;0;S
197509;472574;1558848;472609;1558808;0;S
197512;472642;1558914;472602;1558879;0;S
197515;472609;1558981;472617;1558982;0;S
197518;472621;1559222;472651;1559227;0;S
197521;472627;1558736;472638;1558736;0;S
197524;472607;1552156;472616;1552209;0;S
197527;472625;1557961;472632;1557980;0;S
197530;472625;1552206;472631;1552198;0;N
197533;472622;1556751;472647;1556752;0;S
197536;472698;1556801;472618;1556776;0;N
197539;472596;1557750;472643;1557780;0;S
197542;472612;1558179;472652;1558191;0;S
197545;472586;1558435;472611;1558458;0;S
197548;472629;1558724;472625;1558709;0;S
197551;472619;1558676;472618;1558696;0;S
197554;472599;1559513;472627;1559468;0;S
197557;472660;1560800;472606;1560792;0;N
197560;472630;1558254;472642;1558238;0;S
197563;472626;1552558;472620;1552547;0;N
197566;472627;1556232;472623;1556242;0;S
197569;472587;1556335;472631;1556317;0;S
197572;472609;1556696;472618;1556699;0;S
197575;472620;1556758;472639;1556740;0;S
197578;472626;1556710;472618;1556764;0;S
197581;472588;1558131;472603;1558167;0;S
197584;472610;1558528;472647;1558503;0;S
197587;472644;1558631;472635;1558623;0;S
197590;472557;1558792;472638;1558721;0;N
197593;472658;1559041;472620;1559056;0;S
197596;472648;1559248;472638;1559222;0;S
197599;472632;1559244;472643;1559280;0;S
197602;472648;1557717;472628;1557689;0;S
197605;472643;1557850;472642;1557851;0;S
197608;472605;1558211;472645;1558259;0;S
197611;472602;1558343;472609;1558366;0;S
197614;472641;1558372;472612;1558331;0;S
197617;472552;1557509;472559;1557512;0;S
197620;472531;1557482;472575;1557467;0;S
197623;472565;1557488;472537;1557469;0;S
197626;472603;1556247;472575;1556255;0;S
197629;472606;1556249;472579;1556235;0;S
197632;472578;1556250;472617;1556252;0;N
197635;472572;1552512;472576;1552524;0;S
197638;472588;1557997;472586;1558002;0;S
197641;472585;1558000;472594;1557983;0;S
197644;472613;1558151;472618;1558138;0;S
197647;472604;1552605;472621;1552603;0;S
197650;472559;1561253;472572;1561271;0;S
197653;472540;1558029;472545;1557992;0;S
197656;472628;1558712;472583;1558707;0;S
197659;472584;1552665;472580;1552679;0;S
197662;472580;1553945;472541;1554001;0;N
197665;472635;1553930;472596;1553977;0;N
197668;472612;1553401;472570;1553452;0;N
197671;472610;1553495;472599;1553531;0;N
197674;472650;1553841;472631;1553929;0;N
197677;472657;1553833;472634;1553884;0;N
197680;472568;1558125;472575;1558109;0;S
197683;472631;1559313;472564;1559275;0;N
197686;472639;1559337;472598;1559332;0;N
197689;472644;1559292;472627;1559321;0;N
197692;472611;1559277;472637;1559308;0;N
197695;472578;1559350;472626;1559327;0;N
197698;472628;1559338;472626;1559320;0;N
197701;472614;1557850;472554;1557880;0;S
197704;472539;1557655;472581;1557633;0;S
197707;472584;1557857;472559;1557873;0;S
197710;472545;1557658;472567;1557681;0;S
197713;472555;1557840;472613;1557812;0;S
197716;472583;1557652;472569;1557688;0;S
197719;472562;1557679;472582;1557641;0;S
197722;472612;1557874;472607;1557851;0;S
197725;472600;1552890;472560;1552909;0;N
197728;472560;1552963;472627;1552904;0;N
197731;472591;1553770;472552;1553769;0;S
197734;472616;1552554;472551;1552574;0;N
197737;472614;1552523;472580;1552550;0;N
197740;472593;1552507;472575;1552536;0;S
197743;472576;1552551;472584;1552536;0;S
197746;472556;1552578;472630;1552563;0;S
197749;472580;1553268;472566;1553313;0;N
197752;472574;1553317;472578;1553375;0;N
197755;472593;1553400;472563;1553416;0;N
197758;472560;1562291;472597;1562246;0;N
197761;472580;1562272;472596;1562245;0;N
197764;472599;1556578;472598;1556554;0;S
197767;472586;1556605;472552;1556606;0;S
197770;472569;1556564;472595;1556562;0;S
197773;472610;1562443;472585;1562425;0;S
197776;472583;1558453;472570;1558437;0;S
197779;472640;1556443;472591;1556451;0;N
197782;472631;1556457;472621;1556416;0;N
197785;472582;1558789;472611;1558803;0;S
197788;472613;1558369;472564;1558355;0;S
197791;472567;1558349;472586;1558408;0;S
197794;472603;1558400;472588;1558399;0;S
197797;472613;1558386;472633;1558366;0;S
197800;472545;1558219;472575;1558232;0;S
197803;472612;1558218;472570;1558232;0;S
197806;472610;1558244;472564;1558240;0;S
197809;472596;1558208;472577;1558212;0;S
197812;472585;1557760;472610;1557775;0;N
197815;472653;1559143;472576;1559160;0;N
197818;472601;1559073;472563;1559092;0;N
197821;472574;1559100;472581;1559136;0;N
197824;472594;1559143;472615;1559106;0;N
197827;472571;1559199;472602;1559188;0;N
197830;472604;1559244;472625;1559231;0;N
197833;472566;1562251;472614;1562286;0;S
197836;472602;1558840;472575;1558872;0;S
197839;472584;1559501;472595;1559447;0;S
197842;472600;1558799;472564;1558762;0;S
197845;472609;1556587;472576;1556581;0;S
197848;472594;1556534;472585;1556590;0;S
197851;472635;1557539;472623;1557498;0;N
197854;472584;1557537;472619;1557480;0;N
197857;472571;1557451;472596;1557445;0;N
197860;472580;1557484;472610;1557474;0;N
197863;472625;1558261;472600;1558280;0;N
197866;472600;1553717;472578;1553717;0;S
197869;472576;1556708;472574;1556677;0;S
197872;472614;1556685;472610;1556682;0;S
197875;472635;1558244;472605;1558223;0;S
197878;472630;1558211;472596;1558245;0;S
197881;472608;1552836;472628;1552827;0;S
197884;472631;1562445;472615;1562465;0;S
197887;472594;1553705;472616;1553749;0;S
197890;472638;1558731;472583;1558749;0;S
197893;472636;1556246;472605;1556231;0;S
197896;472657;1552845;472612;1552877;0;S
197899;472615;1558855;472579;1558891;0;N
197902;472552;1558873;472602;1558866;0;N
197905;472613;1558844;472634;1558868;0;N
197908;472595;1558807;472617;1558881;0;N
197911;472604;1562302;472607;1562304;0;S
197914;472600;1562466;472623;1562459;0;S
197917;472639;1562465;472646;1562487;0;S
197920;472630;1552647;472618;1552604;0;N
197923;472608;1556753;472639;1556772;0;S
197926;472636;1558331;472633;1558351;0;S
197929;472616;1562452;472611;1562521;0;S
197932;472593;1552386;472595;1552398;0;S
197935;472591;1552567;472647;1552575;0;S
197938;472618;1558173;472651;1558177;0;S
197941;472588;1558814;472541;1558833;0;S
197944;472610;1562495;472588;1562477;0;S
197947;472567;1553264;472565;1553303;0;N
197950;472614;1562498;472563;1562466;0;S
197953;472651;1562477;472550;1562486;0;S
197956;472632;1562448;472568;1562510;0;S
197959;472631;1562484;472566;1562509;0;S
197962;472604;1556229;472571;1556242;0;S
197965;472571;1558768;472590;1558773;0;S
197968;472581;1556268;472602;1556237;0;S
197971;472626;1553209;472615;1553226;0;N
197974;472631;1553129;472614;1553203;0;N
197977;472581;1553501;472597;1553587;0;N
197980;472630;1553559;472632;1553610;0;N
197983;472605;1553674;472627;1553620;0;N
197986;472637;1562452;472632;1562500;0;S
197989;472648;1554493;472601;1554492;0;S
197992;472662;1558469;472606;1558469;0;S
197995;472646;1558595;472651;1558588;0;S
197998;472600;1558839;472616;1558857;0;S
198001;472649;1558927;472609;1558949;0;S
198004;472613;1558951;472631;1558976;0;S
198007;472651;1559268;472642;1559315;0;S
198010;472589;1559335;472648;1559362;0;S
198013;472611;1556487;472620;1556489;0;S
198016;472651;1556610;472619;1556546;0;N
198019;472654;1557581;472610;1557522;0;S
198022;472677;1557603;472607;1557617;0;S
198025;472596;1557635;472610;1557615;0;S
198028;472576;1557865;472644;1557882;0;N
198031;472638;1557974;472622;1557980;0;S
198034;472618;1558259;472614;1558236;0;S
198037;472617;1558565;472621;1558542;0;S
198040;472669;1558676;472635;1558706;0;N
198043;472606;1558877;472619;1558882;0;S
198046;472690;1558971;472632;1559015;0;N
198049;472646;1559021;472652;1559034;0;S
198052;472665;1559005;472618;1559033;0;S
198055;472632;1559219;472627;1559203;0;S
198058;472642;1561252;472645;1561286;0;S
198061;472647;1552199;472616;1552203;0;S
198064;472677;1552545;472647;1552554;0;S
198067;472627;1552554;472641;1552563;0;S
198070;472636;1552555;472634;1552578;0;S
198073;472620;1552670;472654;1552661;0;N
198076;472602;1556614;472646;1556562;0;N
198079;472626;1557480;472638;1557481;0;S
198082;472574;1557485;472656;1557480;0;S
198085;472593;1557931;472612;1557986;0;N
198088;472667;1558148;472643;1558107;0;N
198091;472629;1558257;472621;1558287;0;S
198094;472644;1558394;472653;1558347;0;S
198097;472572;1558397;472613;1558411;0;S
198100;472661;1558613;472638;1558625;0;N
198103;472647;1558620;472647;1558681;0;S
198106;472632;1559151;472646;1559131;0;S
198109;472609;1562262;472632;1562279;0;S
198112;472637;1557524;472624;1557548;0;S
198115;472641;1557717;472619;1557702;0;N
198118;472647;1558626;472650;1558650;0;S
198121;472647;1558720;472646;1558731;0;S
198124;472655;1558979;472641;1558995;0;S
198127;472639;1559013;472647;1559053;0;S
198130;472638;1559167;472645;1559152;0;S
198133;472647;1559242;472606;1559231;0;S
198136;472592;1559327;472627;1559327;0;S
198139;472642;1559459;472621;1559478;0;S
198142;472611;1557451;472624;1557438;0;S
198145;472660;1558205;472617;1558203;0;S
198148;472587;1556321;472618;1556299;0;S
198151;472631;1557521;472636;1557503;0;S
198154;472643;1557741;472631;1557730;0;S
198157;472652;1558589;472611;1558601;0;S
198160;472662;1558845;472620;1558834;0;S
198163;472608;1558869;472650;1558856;0;S
198166;472615;1558884;472646;1558888;0;S
198169;472603;1559230;472617;1559242;0;S
198172;472601;1559290;472606;1559336;0;S
198175;472612;1559493;472605;1559487;0;S
198178;472625;1552818;472651;1552802;0;N
198181;472615;1556776;472616;1556773;0;S
198184;472643;1557559;472619;1557584;0;S
198187;472636;1557894;472617;1557862;0;S
198190;472625;1558401;472659;1558409;0;S
198193;472666;1558908;472653;1558917;0;S
198196;472620;1559052;472648;1559050;0;S
198199;472621;1559059;472654;1559040;0;S
198202;472640;1561199;472659;1561173;0;S
198205;472616;1556504;472610;1556547;0;S
198208;472611;1558729;472604;1558752;0;S
198211;472617;1558773;472629;1558733;0;S
198214;472634;1552960;472618;1552940;0;N
198217;472625;1557729;472610;1557744;0;S
198220;472621;1558166;472636;1558207;0;S
198223;472616;1558234;472629;1558226;0;S
198226;472619;1558891;472652;1558892;0;S
198229;472662;1559060;472641;1559044;0;S
198232;472621;1559178;472623;1559174;0;S
198235;472621;1558439;472651;1558428;0;S
198238;472685;1552579;472626;1552603;0;N
198241;472632;1552636;472626;1552626;0;N
198244;472608;1556431;472619;1556426;0;S
198247;472653;1556727;472646;1556698;0;S
198250;472615;1556752;472643;1556739;0;S
198253;472640;1557428;472659;1557394;0;S
198256;472605;1557469;472649;1557456;0;S
